0	65	-3.12	3.17	-2.3325	1.75	-2.3095	2.2375	-2.52475	-0.374075	-1.893	-2.827	-1.95425	-2.84573	-1.85898	-2.80445	-1.6185	4.187	-1.902	1.1695	-1.89425	1.21896	-1.91254	1.12934	-1.8115	0.4692	-1.4455	0.6129	-1.2415	-2.2675	-1.1535	2.385	-0.99055	-1.308	-0.93825	0.86965	-0.8648	0.38845	-0.57745	-3.4295	-0.58395	2.7185	-0.7941	2.337	-0.39835	-1.732	-0.30485	1.672	-0.4374	-0.043185	-0.1148	-2.3865	-0.15278	-2.34971	-0.1836	-4.6175	-0.22085	2.248	-0.002711	-1.3505	0.12785	-3.922	-0.0812309	-2.41186	-0.104777	-2.32677	0.1513	-0.9177	0.143	0.681	0.49395	-3.032	0.6842	2.49	0.86345	-0.5275	0.779395	-0.510795	0.63355	0.33605	0.76205	0.97125	0.74095	-3.556	0.54265	-2.233	0.89348	-0.498505	1.1425	0.12545	0.836323	1.01015	0.755247	0.929917	1.3635	-3.3305	1.479	-1.414	1.4255	3.2365	1.193	1.4285	1.4675	-2.49	1.7335	-0.53315	1.675	-0.3597	1.6775	-3.199	2.0145	-2.5215	2.157	2.085	2.049	-1.9345	2.051	-3.323	2.46	-0.3875	2.3655	0.4026	2.5245	-2.223	2.709	-0.39195	2.989	0.7274	2.9875	-1.085	3.4335	0.7232	
0.1	10	-0.110539	-2.4067	-0.199037	-2.38075	-0.205585	-2.37446	-0.102908	-2.40595	-0.739776	3.67797	2.27791	0.341603	3.08735	-1.05337	-0.249951	-2.42549	-0.870235	4.17421	-2.41082	1.62842	
0.2	33	1.54392	0.190659	0.735874	4.13897	-2.41696	1.84943	-2.40727	1.84813	1.06265	-1.75074	-2.39944	1.82866	-2.40243	1.73399	-2.35683	1.83617	1.35444	-1.96081	-2.43478	1.75386	-0.33743	3.51136	0.285192	-2.9634	-1.42834	1.42619	-2.41927	1.74485	2.57605	0.721491	2.94084	1.35052	-0.652049	1.94109	-2.20881	1.6908	0.718829	-1.53669	-2.1983	1.69036	-1.90261	1.53589	0.837968	-2.39429	-2.17139	1.66908	-2.1607	1.668	-1.2951	0.485411	0.991	3.21213	1.83615	0.808678	-0.786292	-2.83239	-0.59801	2.75956	-1.07472	-4.36547	0.70876	-2.2092	2.95491	-0.434372	-0.373123	0.00341846	
0.3	27	-1.39311	-2.97416	0.347408	-1.41608	2.44992	-2.94086	-0.290873	2.19637	0.0170303	-1.30577	0.873951	-3.49836	-0.854696	-2.41051	0.756872	2.38617	1.94925	0.868344	1.68678	-0.565674	-1.65758	0.645635	2.65858	2.17438	0.830786	-1.45387	0.708025	0.94406	-0.252839	3.20494	0.316531	1.80942	0.31867	-1.87919	0.0731745	0.500435	-2.04212	1.55057	0.470524	-3.15316	0.8424	-2.8407	0.678989	-1.46349	-1.02019	-0.147741	-1.00739	0.33033	1.61047	2.01233	1.3277	0.868337	1.60892	0.592326	
0.4	25	-1.66804	0.0450123	0.424883	-1.19547	-0.966491	-3.44424	-3.00948	-0.575119	0.939058	2.12879	-0.56293	0.00201485	-0.768001	0.342695	2.08507	0.135664	-1.80437	1.47484	-0.0701343	3.14383	-0.0227034	3.05733	-0.0842678	0.548803	-0.666224	0.309371	-0.828673	3.53281	0.559954	-1.13483	-0.665227	0.307324	0.853294	-0.449553	1.1827	-1.66355	1.39879	-0.859056	0.54213	-1.07406	-1.35059	0.0208414	-1.38851	-0.0945543	2.00721	0.705142	0.5441	-1.07711	0.827007	-1.02143	
0.5	31	-0.79083	3.35818	-2.11474	1.99676	1.32872	2.52226	-1.62926	1.26896	0.883068	2.74663	0.829647	1.88287	0.921246	1.2004	1.13401	-1.40328	-1.59071	1.23631	1.46606	1.56451	-2.43985	1.56465	-1.58557	1.22887	-0.399342	0.148576	0.869749	1.70777	1.4758	0.767585	0.744624	1.68241	3.25067	-1.89536	-1.85377	0.690363	-0.305837	0.103026	1.23087	0.298852	0.576439	-0.681859	-0.195666	2.64545	-0.303004	0.112849	0.73133	1.64245	-0.204194	2.60202	0.59026	-1.42836	1.09767	0.309186	-0.870852	-2.87165	-0.828713	-2.7848	0.702005	1.59638	1.3495	-1.96149	
0.6	34	-0.154294	0.145548	-0.202089	2.60036	0.00915557	-0.520768	3.6089	1.52165	0.700208	1.57395	-0.206524	2.5492	0.00224442	0.0234887	0.950268	0.178602	1.05893	0.16324	-1.661	0.529732	0.676371	1.53849	-0.200194	2.55791	1.09708	-0.481202	-1.47557	0.88407	0.892296	0.274964	0.975324	0.216844	0.991565	0.22853	0.682303	1.52841	0.893462	0.285282	2.09432	-0.780398	0.649739	1.42313	0.623686	1.51989	-0.197213	2.50008	-1.57356	-3.13503	1.61478	0.2056	0.686636	1.41394	-0.190156	2.51344	0.854148	0.285515	-1.77253	-0.0148122	0.695531	1.42901	-0.706239	0.267806	1.54119	0.668569	0.851096	0.27971	-0.997746	1.17043	
0.7	33	0.0696638	-0.141752	0.676381	1.37395	-0.554723	2.4015	-1.77962	-0.0208356	-0.617793	-0.304313	0.686095	1.38473	-0.121634	3.28863	0.752092	0.273475	1.08143	0.676005	0.759911	0.266906	0.66892	0.21157	0.315755	0.0979452	0.23702	0.158279	0.641409	0.206013	-1.62056	1.39824	0.356242	0.432079	0.787278	2.007	-0.386386	-0.0944937	-0.434456	-0.193374	0.707045	0.27002	1.23755	1.80307	0.837122	-0.75097	-0.34455	-0.128114	0.614119	0.239537	-1.49183	-2.87206	-1.09681	0.809054	0.804897	0.571433	0.697487	0.205528	-1.87235	0.967879	-1.02774	0.782936	0.645215	0.195952	-1.01816	0.777243	0.645479	0.185566	
0.8	25	0.682315	-0.417066	0.595426	0.0670681	0.340174	0.306001	1.85023	1.38046	0.701197	1.03496	-2.09515	0.997478	0.436552	0.0497222	0.358446	0.130658	-0.279834	-2.66959	0.353949	0.144071	0.321421	0.219567	0.682954	0.977115	0.686367	0.980592	0.27908	-0.893333	0.667197	0.938769	-0.283104	0.23867	-0.786905	0.582479	0.540549	-0.0136333	0.521176	-0.13627	1.38882	-3.35426	0.67255	0.944206	-0.757359	0.560952	1.20483	0.628195	1.30997	0.590225	-0.760595	0.560751	
0.9	26	-0.473624	2.69072	-0.59035	2.6976	0.572862	0.86716	-0.295542	1.8866	0.180346	-0.19319	-0.501605	2.66374	0.548459	0.836063	-0.715112	0.529482	-0.723148	0.531215	2.11758	0.776336	-0.478736	-2.58112	0.557438	0.824077	0.199101	2.1324	-0.240187	-0.127385	0.530449	0.787214	-1.2177	0.0820469	1.16679	1.26162	0.535145	0.784325	-1.13498	0.968795	-0.55407	0.958183	0.0737904	2.1887	-0.151458	1.77626	0.129427	-0.298052	0.503923	0.628151	-0.239892	0.752077	0.479071	0.57558	
1	23	0.466712	0.571159	0.916113	2.29836	-0.534312	0.568712	-0.468298	-2.25767	-0.500025	0.551127	-0.404581	0.552938	-1.20712	-2.58826	-0.501178	0.504792	-2.07598	0.579573	0.285062	0.475692	0.273805	0.454305	1.23012	-1.39424	0.255492	0.434871	-0.000673036	1.90373	0.241883	0.413442	-0.00064591	1.87351	0.232215	0.401945	0.193354	0.329849	0.0843733	0.0167039	0.00687694	1.87345	-0.824112	-0.130781	0.17651	0.307321	0.136915	0.428565	
1.1	24	-0.412232	2.45939	-0.517797	2.43924	0.059921	2.75618	0.125027	0.373391	0.165168	0.280317	-0.592834	3.12604	-0.187546	-0.634946	0.152933	0.261141	0.11098	0.373858	-1.55824	0.173826	0.735815	0.0412327	0.659617	0.96224	0.0383275	-0.371833	-1.12353	0.392075	-0.644505	-0.0650224	-0.312243	-0.735657	-1.36876	1.15014	-0.699495	0.928802	0.838932	0.579769	-1.34269	1.93742	-0.285182	0.581063	0.185805	-0.511136	-1.2757	1.05092	-0.382965	-0.315282	
1.2	11	0.195722	-0.684395	-0.980009	3.99891	0.156909	2.38757	0.223902	1.61751	-0.171837	-0.306987	-0.243432	0.351051	0.0584033	3.08455	-0.317182	0.906422	-0.0854146	0.188659	2.50671	-3.72803	-0.0180747	-0.540297	
1.3	16	1.6863	-1.99891	-0.205317	-1.97348	-0.995793	-1.30343	-0.174417	-1.87843	0.105886	0.992058	1.6881	-2.0051	-0.561739	-2.5436	-0.878737	-2.05243	1.80444	-3.21162	1.69951	-2.01043	0.987894	-2.70403	-0.0452018	-3.32852	-0.354952	-1.57238	-0.376313	1.38801	-0.353579	-2.30053	-0.699839	-2.85569	
1.4	5	-0.180494	1.34261	0.247547	1.89666	-0.201853	-1.27669	-0.339524	-0.906819	3.54951	-0.519448	
1.5	4	0.338034	0.631409	-0.153056	0.934018	-0.163186	-1.74621	-0.194294	-0.86705	
1.6	12	-0.0967908	-0.736728	0.265773	1.43381	-0.0607983	-1.53352	-0.130706	0.18581	-0.587101	-1.26018	-0.361783	0.0939538	-0.0926246	-0.446114	0.399959	-0.306158	-0.487056	1.94411	-0.127645	1.27324	0.168617	0.294897	-0.671116	1.3658	
1.7	4	0.393225	0.20949	0.0373526	0.353573	-0.43019	-0.0641814	-3.3393	0.813764	
1.8	10	-3.35734	0.815919	-3.36348	0.813747	-0.114197	0.780547	1.5164	0.767017	0.278812	0.733297	2.02481	2.1838	-0.549936	1.01766	-0.268737	-0.108971	-0.215513	-0.0132434	0.108869	-0.760478	
1.9	3	1.92544	1.47308	-3.17485	-0.108948	-0.397912	-0.113528	
2	2	0.285714	0.511241	-1.18518	0.452125	
2.1	0	
2.2	4	-2.2136	0.552432	-2.22283	0.554921	-2.23423	0.560033	-2.24572	0.562853	
2.3	3	-2.25244	0.566437	-2.21168	1.61099	0.214455	-0.254563	
2.4	0	
2.5	0	
2.6	0	
2.7	0	
2.8	0	
2.9	0	
3	0	
3.1	0	
3.2	1	-3.40497	1.45372	
3.3	0	
3.4	0	
3.5	0	
3.6	0	
3.7	0	
3.8	0	
3.9	0	
4	0	
4.1	0	
4.2	0	
4.3	0	
4.4	0	
4.5	0	
4.6	0	
4.7	0	
4.8	0	
4.9	0	
5	0	
5.1	0	
5.2	0	
5.3	0	
5.4	0	
5.5	0	
5.6	0	
5.7	0	
5.8	0	
5.9	0	
6	12	-4.4369	-0.0844363	-4.19977	-0.72018	-1.27015	5.66999	4.33824	2.14206	5.00269	2.10489	3.15228	-4.31811	4.81352	0.00414341	0.604329	-5.64575	-4.08838	-0.233735	-3.18045	4.82305	-1.78765	-4.22482	4.57172	2.33776	
6.1	1	4.59967	0.0233751	
6.2	0	
6.3	0	
6.4	0	
6.5	0	
6.6	1	-4.22853	2.52941	
6.7	0	
6.8	1	-3.36857	2.9372	
6.9	0	
